,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
percy_jackson_book_1.txt,0.10042711641660278,0.0723907567626766,0.0,0.11685467090132516,0.05344431059029679,0.17944365348811742,0.1646040959369182,0.07874274449676925,0.05218486474646807,0.07742854013799146,0.1044792465228343
percy_jackson_book_2.txt,0.10370889823905252,0.07378837462988935,0.0,0.11235779959482624,0.052750506467196506,0.18225027271310582,0.15949820788530467,0.07534673523453327,0.05438678510207262,0.0783076203833567,0.1076047997506623
percy_jackson_book_3.txt,0.11573625155838758,0.07251696910929492,0.0,0.10112203906358222,0.05229256129657847,0.17322343814932817,0.1728078681257792,0.08159024795678071,0.05284665466131043,0.07743454772129103,0.10042942235766726
percy_jackson_book_4.txt,0.10784727667531215,0.07002834911635201,0.0,0.11194885095602872,0.05078714035828458,0.1816756137282104,0.16635502744435732,0.07955847759213462,0.053622051993485735,0.0766632486880994,0.10151396344773508
percy_jackson_book_5.txt,0.11406508549365692,0.0800330943188086,0.0,0.10777716492002207,0.05372311086596801,0.17038058466629896,0.17049089906232764,0.07661334804191947,0.04881412024269167,0.07837837837837838,0.0997242140099283
